Time,Strain,Metabolite,Concentration,Date,Number,OD600
19.5,WT,Alanine,500.00,26.7.22,2,-0.00001
19.5,152,Alanine,0.00,26.7.22,2,0.70219
19.5,152,Alanine,10.00,26.7.22,2,0.58603
19.5,152,Alanine,25.00,26.7.22,2,0.49569
19.5,152,Alanine,50.00,26.7.22,2,0.44353
19.5,152,Alanine,75.00,26.7.22,2,0.41479
19.5,152,Alanine,100.00,26.7.22,2,0.39649
19.5,152,Alanine,200.00,26.7.22,2,0.36316
19.5,152,Alanine,300.00,26.7.22,2,0.31826
19.5,152,Alanine,400.00,26.7.22,2,0.33063
19.5,152,Alanine,500.00,26.7.22,2,0.30919
20.0,WT,Alanine,0.00,26.7.22,2,0.28152
20.0,WT,Alanine,10.00,26.7.22,2,0.06448
20.0,WT,Alanine,25.00,26.7.22,2,0.00072
20.0,WT,Alanine,50.00,26.7.22,2,0.00008
20.0,WT,Alanine,75.00,26.7.22,2,0.00052
20.0,WT,Alanine,100.00,26.7.22,2,-0.00028
20.0,WT,Alanine,200.00,26.7.22,2,-0.00118
20.0,WT,Alanine,300.00,26.7.22,2,-0.00152
20.0,WT,Alanine,400.00,26.7.22,2,0.00182
20.0,WT,Alanine,500.00,26.7.22,2,-0.00142
20.0,152,Alanine,0.00,26.7.22,2,0.78345
20.0,152,Alanine,10.00,26.7.22,2,0.65112
20.0,152,Alanine,25.00,26.7.22,2,0.55198
20.0,152,Alanine,50.00,26.7.22,2,0.49700
20.0,152,Alanine,75.00,26.7.22,2,0.46398
20.0,152,Alanine,100.00,26.7.22,2,0.44572
20.0,152,Alanine,200.00,26.7.22,2,0.40915
20.0,152,Alanine,300.00,26.7.22,2,0.35932
20.0,152,Alanine,400.00,26.7.22,2,0.37308
20.0,152,Alanine,500.00,26.7.22,2,0.35168
20.5,WT,Alanine,0.00,26.7.22,2,0.28948
20.5,WT,Alanine,10.00,26.7.22,2,0.06932
20.5,WT,Alanine,25.00,26.7.22,2,0.00085
20.5,WT,Alanine,50.00,26.7.22,2,0.00038
20.5,WT,Alanine,75.00,26.7.22,2,0.00082
20.5,WT,Alanine,100.00,26.7.22,2,0.00022
20.5,WT,Alanine,200.00,26.7.22,2,-0.00082
20.5,WT,Alanine,300.00,26.7.22,2,-0.00145
20.5,WT,Alanine,400.00,26.7.22,2,0.00252
20.5,WT,Alanine,500.00,26.7.22,2,-0.00202
20.5,152,Alanine,0.00,26.7.22,2,0.86355
20.5,152,Alanine,10.00,26.7.22,2,0.71918
20.5,152,Alanine,25.00,26.7.22,2,0.61175
20.5,152,Alanine,50.00,26.7.22,2,0.55720
20.5,152,Alanine,75.00,26.7.22,2,0.51858
20.5,152,Alanine,100.00,26.7.22,2,0.49998
20.5,152,Alanine,200.00,26.7.22,2,0.46118
20.5,152,Alanine,300.00,26.7.22,2,0.40662
20.5,152,Alanine,400.00,26.7.22,2,0.42045
20.5,152,Alanine,500.00,26.7.22,2,0.39992
21.0,WT,Alanine,0.00,26.7.22,2,0.29414
21.0,WT,Alanine,10.00,26.7.22,2,0.07281
21.0,WT,Alanine,25.00,26.7.22,2,-0.00066
21.0,WT,Alanine,50.00,26.7.22,2,-0.00123
21.0,WT,Alanine,75.00,26.7.22,2,-0.00072
21.0,WT,Alanine,100.00,26.7.22,2,-0.00149
21.0,WT,Alanine,200.00,26.7.22,2,-0.00222
21.0,WT,Alanine,300.00,26.7.22,2,-0.00299
21.0,WT,Alanine,400.00,26.7.22,2,0.00074
21.0,WT,Alanine,500.00,26.7.22,2,-0.00349
21.0,152,Alanine,0.00,26.7.22,2,0.93738
21.0,152,Alanine,10.00,26.7.22,2,0.78414
21.0,152,Alanine,25.00,26.7.22,2,0.67238
21.0,152,Alanine,50.00,26.7.22,2,0.61608
21.0,152,Alanine,75.00,26.7.22,2,0.57344
21.0,152,Alanine,100.00,26.7.22,2,0.55614
21.0,152,Alanine,200.00,26.7.22,2,0.51511
21.0,152,Alanine,300.00,26.7.22,2,0.45491
21.0,152,Alanine,400.00,26.7.22,2,0.47031
21.0,152,Alanine,500.00,26.7.22,2,0.44974
21.5,WT,Alanine,0.00,26.7.22,2,0.30168
21.5,WT,Alanine,10.00,26.7.22,2,0.07971
21.5,WT,Alanine,25.00,26.7.22,2,0.00168
21.5,WT,Alanine,50.00,26.7.22,2,0.00111
21.5,WT,Alanine,75.00,26.7.22,2,0.00164
21.5,WT,Alanine,100.00,26.7.22,2,0.00074
21.5,WT,Alanine,200.00,26.7.22,2,-0.00026
21.5,WT,Alanine,300.00,26.7.22,2,-0.00056
21.5,WT,Alanine,400.00,26.7.22,2,0.00174
21.5,WT,Alanine,500.00,26.7.22,2,-0.00076
21.5,152,Alanine,0.00,26.7.22,2,1.00918
21.5,152,Alanine,10.00,26.7.22,2,0.85364
21.5,152,Alanine,25.00,26.7.22,2,0.73561
21.5,152,Alanine,50.00,26.7.22,2,0.68328
21.5,152,Alanine,75.00,26.7.22,2,0.63444
21.5,152,Alanine,100.00,26.7.22,2,0.61821
21.5,152,Alanine,200.00,26.7.22,2,0.57551
21.5,152,Alanine,300.00,26.7.22,2,0.51048
21.5,152,Alanine,400.00,26.7.22,2,0.52594
21.5,152,Alanine,500.00,26.7.22,2,0.50571
22.0,WT,Alanine,0.00,26.7.22,2,0.30692
22.0,WT,Alanine,10.00,26.7.22,2,0.08495
22.0,WT,Alanine,25.00,26.7.22,2,0.00212
22.0,WT,Alanine,50.00,26.7.22,2,0.00162
22.0,WT,Alanine,75.00,26.7.22,2,0.00222
22.0,WT,Alanine,100.00,26.7.22,2,0.00122
22.0,WT,Alanine,200.00,26.7.22,2,0.00042
22.0,WT,Alanine,300.00,26.7.22,2,-0.00005
22.0,WT,Alanine,400.00,26.7.22,2,0.00232
22.0,WT,Alanine,500.00,26.7.22,2,-0.00005
22.0,152,Alanine,0.00,26.7.22,2,1.07472
22.0,152,Alanine,10.00,26.7.22,2,0.92152
22.0,152,Alanine,25.00,26.7.22,2,0.79918
22.0,152,Alanine,50.00,26.7.22,2,0.74940
22.0,152,Alanine,75.00,26.7.22,2,0.69368
22.0,152,Alanine,100.00,26.7.22,2,0.67962
22.0,152,Alanine,200.00,26.7.22,2,0.63598
22.0,152,Alanine,300.00,26.7.22,2,0.56645
22.0,152,Alanine,400.00,26.7.22,2,0.58135
22.0,152,Alanine,500.00,26.7.22,2,0.56292
22.5,WT,Alanine,0.00,26.7.22,2,0.30907
22.5,WT,Alanine,10.00,26.7.22,2,0.08830
22.5,WT,Alanine,25.00,26.7.22,2,0.00050
22.5,WT,Alanine,50.00,26.7.22,2,0.00003
22.5,WT,Alanine,75.00,26.7.22,2,0.00047
22.5,WT,Alanine,100.00,26.7.22,2,-0.00040
22.5,WT,Alanine,200.00,26.7.22,2,-0.00120
22.5,WT,Alanine,300.00,26.7.22,2,-0.00190
22.5,WT,Alanine,400.00,26.7.22,2,0.00197
22.5,WT,Alanine,500.00,26.7.22,2,-0.00177
22.5,152,Alanine,0.00,26.7.22,2,1.13247
22.5,152,Alanine,10.00,26.7.22,2,0.98677
22.5,152,Alanine,25.00,26.7.22,2,0.85850
22.5,152,Alanine,50.00,26.7.22,2,0.81380
22.5,152,Alanine,75.00,26.7.22,2,0.75233
22.5,152,Alanine,100.00,26.7.22,2,0.73750
22.5,152,Alanine,200.00,26.7.22,2,0.69383
22.5,152,Alanine,300.00,26.7.22,2,0.62067
22.5,152,Alanine,400.00,26.7.22,2,0.63723
22.5,152,Alanine,500.00,26.7.22,2,0.61800
23.0,WT,Alanine,0.00,26.7.22,2,0.31437
23.0,WT,Alanine,10.00,26.7.22,2,0.09410
23.0,WT,Alanine,25.00,26.7.22,2,0.00083
23.0,WT,Alanine,50.00,26.7.22,2,0.00027
23.0,WT,Alanine,75.00,26.7.22,2,0.00077
23.0,WT,Alanine,100.00,26.7.22,2,-0.00023
23.0,WT,Alanine,200.00,26.7.22,2,-0.00107
23.0,WT,Alanine,300.00,26.7.22,2,-0.00133
23.0,WT,Alanine,400.00,26.7.22,2,0.00207
23.0,WT,Alanine,500.00,26.7.22,2,-0.00180
23.0,152,Alanine,0.00,26.7.22,2,1.18340
23.0,152,Alanine,10.00,26.7.22,2,1.05373
23.0,152,Alanine,25.00,26.7.22,2,0.92007
23.0,152,Alanine,50.00,26.7.22,2,0.88050
23.0,152,Alanine,75.00,26.7.22,2,0.81107
23.0,152,Alanine,100.00,26.7.22,2,0.79807
23.0,152,Alanine,200.00,26.7.22,2,0.75443
23.0,152,Alanine,300.00,26.7.22,2,0.67860
23.0,152,Alanine,400.00,26.7.22,2,0.69583
23.0,152,Alanine,500.00,26.7.22,2,0.67540
23.5,WT,Alanine,0.00,26.7.22,2,0.31767
23.5,WT,Alanine,10.00,26.7.22,2,0.09890
23.5,WT,Alanine,25.00,26.7.22,2,0.00050
23.5,WT,Alanine,50.00,26.7.22,2,0.00007
23.5,WT,Alanine,75.00,26.7.22,2,0.00067
23.5,WT,Alanine,100.00,26.7.22,2,-0.00033
23.5,WT,Alanine,200.00,26.7.22,2,-0.00123
23.5,WT,Alanine,300.00,26.7.22,2,-0.00177
23.5,WT,Alanine,400.00,26.7.22,2,0.00190
23.5,WT,Alanine,500.00,26.7.22,2,-0.00193
23.5,152,Alanine,0.00,26.7.22,2,1.22857
23.5,152,Alanine,10.00,26.7.22,2,1.11597
23.5,152,Alanine,25.00,26.7.22,2,0.98290
23.5,152,Alanine,50.00,26.7.22,2,0.94635
23.5,152,Alanine,75.00,26.7.22,2,0.87367
23.5,152,Alanine,100.00,26.7.22,2,0.85857
23.5,152,Alanine,200.00,26.7.22,2,0.81423
23.5,152,Alanine,300.00,26.7.22,2,0.73693
23.5,152,Alanine,400.00,26.7.22,2,0.75500
23.5,152,Alanine,500.00,26.7.22,2,0.73330
24.0,WT,Alanine,0.00,26.7.22,2,0.32088
24.0,WT,Alanine,10.00,26.7.22,2,0.10435
24.0,WT,Alanine,25.00,26.7.22,2,0.00078
24.0,WT,Alanine,50.00,26.7.22,2,0.00045
24.0,WT,Alanine,75.00,26.7.22,2,0.00095
24.0,WT,Alanine,100.00,26.7.22,2,-0.00008
24.0,WT,Alanine,200.00,26.7.22,2,-0.00095
24.0,WT,Alanine,300.00,26.7.22,2,-0.00138
24.0,WT,Alanine,400.00,26.7.22,2,0.00065
24.0,WT,Alanine,500.00,26.7.22,2,-0.00205
24.0,152,Alanine,0.00,26.7.22,2,1.27025
24.0,152,Alanine,10.00,26.7.22,2,1.17368
24.0,152,Alanine,25.00,26.7.22,2,1.04742
24.0,152,Alanine,50.00,26.7.22,2,1.01410
24.0,152,Alanine,75.00,26.7.22,2,0.93835
24.0,152,Alanine,100.00,26.7.22,2,0.92192
24.0,152,Alanine,200.00,26.7.22,2,0.87538
24.0,152,Alanine,300.00,26.7.22,2,0.79538
24.0,152,Alanine,400.00,26.7.22,2,0.81672
24.0,152,Alanine,500.00,26.7.22,2,0.79125
24.5,WT,Alanine,0.00,26.7.22,2,0.32633
24.5,WT,Alanine,10.00,26.7.22,2,0.11129
24.5,WT,Alanine,25.00,26.7.22,2,0.00273
24.5,WT,Alanine,50.00,26.7.22,2,0.00239
24.5,WT,Alanine,75.00,26.7.22,2,0.00303
24.5,WT,Alanine,100.00,26.7.22,2,0.00179
24.5,WT,Alanine,200.00,26.7.22,2,0.00079
24.5,WT,Alanine,300.00,26.7.22,2,0.00042
24.5,WT,Alanine,400.00,26.7.22,2,0.00373
24.5,WT,Alanine,500.00,26.7.22,2,0.00016
24.5,152,Alanine,0.00,26.7.22,2,1.30806
24.5,152,Alanine,10.00,26.7.22,2,1.21906
24.5,152,Alanine,25.00,26.7.22,2,1.11553
24.5,152,Alanine,50.00,26.7.22,2,1.08248
24.5,152,Alanine,75.00,26.7.22,2,1.01049
24.5,152,Alanine,100.00,26.7.22,2,0.99133
24.5,152,Alanine,200.00,26.7.22,2,0.94296
24.5,152,Alanine,300.00,26.7.22,2,0.85776
24.5,152,Alanine,400.00,26.7.22,2,0.88473
24.5,152,Alanine,500.00,26.7.22,2,0.85326
25.0,WT,Alanine,0.00,26.7.22,2,0.32846
25.0,WT,Alanine,10.00,26.7.22,2,0.11529
25.0,WT,Alanine,25.00,26.7.22,2,0.00132
25.0,WT,Alanine,50.00,26.7.22,2,0.00116
25.0,WT,Alanine,75.00,26.7.22,2,0.00179
25.0,WT,Alanine,100.00,26.7.22,2,0.00036
25.0,WT,Alanine,200.00,26.7.22,2,-0.00058
25.0,WT,Alanine,300.00,26.7.22,2,-0.00091
25.0,WT,Alanine,400.00,26.7.22,2,0.00182
25.0,WT,Alanine,500.00,26.7.22,2,-0.00147
25.0,152,Alanine,0.00,26.7.22,2,1.33569
25.0,152,Alanine,10.00,26.7.22,2,1.24383
25.0,152,Alanine,25.00,26.7.22,2,1.17959
25.0,152,Alanine,50.00,26.7.22,2,1.14308
25.0,152,Alanine,75.00,26.7.22,2,1.08359
25.0,152,Alanine,100.00,26.7.22,2,1.06396
25.0,152,Alanine,200.00,26.7.22,2,1.01289
25.0,152,Alanine,300.00,26.7.22,2,0.92206
25.0,152,Alanine,400.00,26.7.22,2,0.95136
25.0,152,Alanine,500.00,26.7.22,2,0.91709
25.5,WT,Alanine,0.00,26.7.22,2,0.33220
25.5,WT,Alanine,10.00,26.7.22,2,0.12290
25.5,WT,Alanine,25.00,26.7.22,2,0.00353
25.5,WT,Alanine,50.00,26.7.22,2,0.00323
25.5,WT,Alanine,75.00,26.7.22,2,0.00417
25.5,WT,Alanine,100.00,26.7.22,2,0.00240
25.5,WT,Alanine,200.00,26.7.22,2,0.00167
25.5,WT,Alanine,300.00,26.7.22,2,0.00120
25.5,WT,Alanine,400.00,26.7.22,2,0.00373
25.5,WT,Alanine,500.00,26.7.22,2,0.00047
25.5,152,Alanine,0.00,26.7.22,2,1.35463
25.5,152,Alanine,10.00,26.7.22,2,1.25923
25.5,152,Alanine,25.00,26.7.22,2,1.23500
25.5,152,Alanine,50.00,26.7.22,2,1.19470
25.5,152,Alanine,75.00,26.7.22,2,1.15317
25.5,152,Alanine,100.00,26.7.22,2,1.13780
25.5,152,Alanine,200.00,26.7.22,2,1.09050
25.5,152,Alanine,300.00,26.7.22,2,0.99273
25.5,152,Alanine,400.00,26.7.22,2,1.02703
25.5,152,Alanine,500.00,26.7.22,2,0.98370
26.0,WT,Alanine,0.00,26.7.22,2,0.33368
26.0,WT,Alanine,10.00,26.7.22,2,0.12625
26.0,WT,Alanine,25.00,26.7.22,2,0.00148
26.0,WT,Alanine,50.00,26.7.22,2,0.00108
26.0,WT,Alanine,75.00,26.7.22,2,0.00195
26.0,WT,Alanine,100.00,26.7.22,2,0.00038
26.0,WT,Alanine,200.00,26.7.22,2,-0.00048
26.0,WT,Alanine,300.00,26.7.22,2,-0.00072
26.0,WT,Alanine,400.00,26.7.22,2,0.00175
26.0,WT,Alanine,500.00,26.7.22,2,-0.00162
26.0,152,Alanine,0.00,26.7.22,2,1.36162
26.0,152,Alanine,10.00,26.7.22,2,1.26462
26.0,152,Alanine,25.00,26.7.22,2,1.27038
26.0,152,Alanine,50.00,26.7.22,2,1.22590
26.0,152,Alanine,75.00,26.7.22,2,1.19615
26.0,152,Alanine,100.00,26.7.22,2,1.18435
26.0,152,Alanine,200.00,26.7.22,2,1.14478
26.0,152,Alanine,300.00,26.7.22,2,1.05482
26.0,152,Alanine,400.00,26.7.22,2,1.08692
26.0,152,Alanine,500.00,26.7.22,2,1.04555
26.5,WT,Alanine,0.00,26.7.22,2,0.33626
26.5,WT,Alanine,10.00,26.7.22,2,0.13253
26.5,WT,Alanine,25.00,26.7.22,2,0.00096
26.5,WT,Alanine,50.00,26.7.22,2,0.00072
26.5,WT,Alanine,75.00,26.7.22,2,0.00166
26.5,WT,Alanine,100.00,26.7.22,2,0.00006
26.5,WT,Alanine,200.00,26.7.22,2,-0.00098
26.5,WT,Alanine,300.00,26.7.22,2,-0.00151
26.5,WT,Alanine,400.00,26.7.22,2,0.00182
26.5,WT,Alanine,500.00,26.7.22,2,-0.00184
26.5,152,Alanine,0.00,26.7.22,2,1.36613
26.5,152,Alanine,10.00,26.7.22,2,1.26816
26.5,152,Alanine,25.00,26.7.22,2,1.28893
26.5,152,Alanine,50.00,26.7.22,2,1.24203
26.5,152,Alanine,75.00,26.7.22,2,1.21769
26.5,152,Alanine,100.00,26.7.22,2,1.20933
26.5,152,Alanine,200.00,26.7.22,2,1.17583
26.5,152,Alanine,300.00,26.7.22,2,1.10896
26.5,152,Alanine,400.00,26.7.22,2,1.12236
26.5,152,Alanine,500.00,26.7.22,2,1.09299
27.0,WT,Alanine,0.00,26.7.22,2,0.33925
27.0,WT,Alanine,10.00,26.7.22,2,0.13995
27.0,WT,Alanine,25.00,26.7.22,2,0.00165
27.0,WT,Alanine,50.00,26.7.22,2,0.00145
27.0,WT,Alanine,75.00,26.7.22,2,0.00252
27.0,WT,Alanine,100.00,26.7.22,2,0.00065
27.0,WT,Alanine,200.00,26.7.22,2,-0.00025
27.0,WT,Alanine,300.00,26.7.22,2,-0.00068
27.0,WT,Alanine,400.00,26.7.22,2,0.00295
27.0,WT,Alanine,500.00,26.7.22,2,-0.00148
27.0,152,Alanine,0.00,26.7.22,2,1.36875
27.0,152,Alanine,10.00,26.7.22,2,1.27065
27.0,152,Alanine,25.00,26.7.22,2,1.29705
27.0,152,Alanine,50.00,26.7.22,2,1.25120
27.0,152,Alanine,75.00,26.7.22,2,1.22908
27.0,152,Alanine,100.00,26.7.22,2,1.22095
27.0,152,Alanine,200.00,26.7.22,2,1.19218
27.0,152,Alanine,300.00,26.7.22,2,1.14342
27.0,152,Alanine,400.00,26.7.22,2,1.14265
27.0,152,Alanine,500.00,26.7.22,2,1.12148
27.5,WT,Alanine,0.00,26.7.22,2,0.34348
27.5,WT,Alanine,10.00,26.7.22,2,0.14831
27.5,WT,Alanine,25.00,26.7.22,2,0.00338
27.5,WT,Alanine,50.00,26.7.22,2,0.00301
27.5,WT,Alanine,75.00,26.7.22,2,0.00418
27.5,WT,Alanine,100.00,26.7.22,2,0.00228
27.5,WT,Alanine,200.00,26.7.22,2,0.00138
27.5,WT,Alanine,300.00,26.7.22,2,0.00098
27.5,WT,Alanine,400.00,26.7.22,2,0.00438
27.5,WT,Alanine,500.00,26.7.22,2,0.00078
27.5,152,Alanine,0.00,26.7.22,2,1.37084
27.5,152,Alanine,10.00,26.7.22,2,1.27374
27.5,152,Alanine,25.00,26.7.22,2,1.30188
27.5,152,Alanine,50.00,26.7.22,2,1.25708
27.5,152,Alanine,75.00,26.7.22,2,1.23628
27.5,152,Alanine,100.00,26.7.22,2,1.22884
27.5,152,Alanine,200.00,26.7.22,2,1.20278
27.5,152,Alanine,300.00,26.7.22,2,1.16481
27.5,152,Alanine,400.00,26.7.22,2,1.15581
27.5,152,Alanine,500.00,26.7.22,2,1.13978
28.0,WT,Alanine,0.00,26.7.22,2,0.34679
28.0,WT,Alanine,10.00,26.7.22,2,0.15506
28.0,WT,Alanine,25.00,26.7.22,2,0.00359
28.0,WT,Alanine,50.00,26.7.22,2,0.00339
28.0,WT,Alanine,75.00,26.7.22,2,0.00459
28.0,WT,Alanine,100.00,26.7.22,2,0.00252
28.0,WT,Alanine,200.00,26.7.22,2,0.00163
28.0,WT,Alanine,300.00,26.7.22,2,0.00116
28.0,WT,Alanine,400.00,26.7.22,2,0.00289
28.0,WT,Alanine,500.00,26.7.22,2,0.00079
28.0,152,Alanine,0.00,26.7.22,2,1.37083
28.0,152,Alanine,10.00,26.7.22,2,1.27476
28.0,152,Alanine,25.00,26.7.22,2,1.30473
28.0,152,Alanine,50.00,26.7.22,2,1.25943
28.0,152,Alanine,75.00,26.7.22,2,1.23956
28.0,152,Alanine,100.00,26.7.22,2,1.23263
28.0,152,Alanine,200.00,26.7.22,2,1.20689
28.0,152,Alanine,300.00,26.7.22,2,1.17549
28.0,152,Alanine,400.00,26.7.22,2,1.16233
28.0,152,Alanine,500.00,26.7.22,2,1.14859
28.5,WT,Alanine,0.00,26.7.22,2,0.34637
28.5,WT,Alanine,10.00,26.7.22,2,0.16087
28.5,WT,Alanine,25.00,26.7.22,2,0.00173
28.5,WT,Alanine,50.00,26.7.22,2,0.00150
28.5,WT,Alanine,75.00,26.7.22,2,0.00260
28.5,WT,Alanine,100.00,26.7.22,2,0.00057
28.5,WT,Alanine,200.00,26.7.22,2,-0.00033
28.5,WT,Alanine,300.00,26.7.22,2,-0.00080
28.5,WT,Alanine,400.00,26.7.22,2,0.00233
28.5,WT,Alanine,500.00,26.7.22,2,-0.00103
28.5,152,Alanine,0.00,26.7.22,2,1.36903
28.5,152,Alanine,10.00,26.7.22,2,1.27350
28.5,152,Alanine,25.00,26.7.22,2,1.30333
28.5,152,Alanine,50.00,26.7.22,2,1.25885
28.5,152,Alanine,75.00,26.7.22,2,1.23847
28.5,152,Alanine,100.00,26.7.22,2,1.23117
28.5,152,Alanine,200.00,26.7.22,2,1.20707
28.5,152,Alanine,300.00,26.7.22,2,1.17903
28.5,152,Alanine,400.00,26.7.22,2,1.16433
28.5,152,Alanine,500.00,26.7.22,2,1.15193
29.0,WT,Alanine,0.00,26.7.22,2,0.35008
29.0,WT,Alanine,10.00,26.7.22,2,0.16848
29.0,WT,Alanine,25.00,26.7.22,2,0.00175
29.0,WT,Alanine,50.00,26.7.22,2,0.00135
29.0,WT,Alanine,75.00,26.7.22,2,0.00258
29.0,WT,Alanine,100.00,26.7.22,2,0.00052
29.0,WT,Alanine,200.00,26.7.22,2,-0.00028
29.0,WT,Alanine,300.00,26.7.22,2,-0.00072
29.0,WT,Alanine,400.00,26.7.22,2,0.00245
29.0,WT,Alanine,500.00,26.7.22,2,-0.00125
29.0,152,Alanine,0.00,26.7.22,2,1.36905
29.0,152,Alanine,10.00,26.7.22,2,1.27375
29.0,152,Alanine,25.00,26.7.22,2,1.30372
29.0,152,Alanine,50.00,26.7.22,2,1.25945
29.0,152,Alanine,75.00,26.7.22,2,1.23812
29.0,152,Alanine,100.00,26.7.22,2,1.23138
29.0,152,Alanine,200.00,26.7.22,2,1.20908
29.0,152,Alanine,300.00,26.7.22,2,1.18282
29.0,152,Alanine,400.00,26.7.22,2,1.16765
29.0,152,Alanine,500.00,26.7.22,2,1.15548
29.5,WT,Alanine,0.00,26.7.22,2,0.35254
29.5,WT,Alanine,10.00,26.7.22,2,0.17761
29.5,WT,Alanine,25.00,26.7.22,2,0.00324
29.5,WT,Alanine,50.00,26.7.22,2,0.00308
29.5,WT,Alanine,75.00,26.7.22,2,0.00444
29.5,WT,Alanine,100.00,26.7.22,2,0.00191
29.5,WT,Alanine,200.00,26.7.22,2,0.00104
29.5,WT,Alanine,300.00,26.7.22,2,0.00098
29.5,WT,Alanine,400.00,26.7.22,2,0.00284
29.5,WT,Alanine,500.00,26.7.22,2,0.00031
29.5,152,Alanine,0.00,26.7.22,2,1.37034
29.5,152,Alanine,10.00,26.7.22,2,1.27521
29.5,152,Alanine,25.00,26.7.22,2,1.30518
29.5,152,Alanine,50.00,26.7.22,2,1.26063
29.5,152,Alanine,75.00,26.7.22,2,1.24031
29.5,152,Alanine,100.00,26.7.22,2,1.23208
29.5,152,Alanine,200.00,26.7.22,2,1.21121
29.5,152,Alanine,300.00,26.7.22,2,1.18588
29.5,152,Alanine,400.00,26.7.22,2,1.17031
29.5,152,Alanine,500.00,26.7.22,2,1.15901
30.0,WT,Alanine,0.00,26.7.22,2,0.35516
30.0,WT,Alanine,10.00,26.7.22,2,0.18513
30.0,WT,Alanine,25.00,26.7.22,2,0.00363
30.0,WT,Alanine,50.00,26.7.22,2,0.00359
30.0,WT,Alanine,75.00,26.7.22,2,0.00496
30.0,WT,Alanine,100.00,26.7.22,2,0.00243
30.0,WT,Alanine,200.00,26.7.22,2,0.00153
30.0,WT,Alanine,300.00,26.7.22,2,0.00119
30.0,WT,Alanine,400.00,26.7.22,2,0.00343
30.0,WT,Alanine,500.00,26.7.22,2,0.00066
30.0,152,Alanine,0.00,26.7.22,2,1.37103
30.0,152,Alanine,10.00,26.7.22,2,1.27643
30.0,152,Alanine,25.00,26.7.22,2,1.30509
30.0,152,Alanine,50.00,26.7.22,2,1.26048
30.0,152,Alanine,75.00,26.7.22,2,1.23959
30.0,152,Alanine,100.00,26.7.22,2,1.23206
30.0,152,Alanine,200.00,26.7.22,2,1.21129
30.0,152,Alanine,300.00,26.7.22,2,1.18739
30.0,152,Alanine,400.00,26.7.22,2,1.17159
30.0,152,Alanine,500.00,26.7.22,2,1.16129
30.5,WT,Alanine,0.00,26.7.22,2,0.35566
30.5,WT,Alanine,10.00,26.7.22,2,0.18979
30.5,WT,Alanine,25.00,26.7.22,2,0.00143
30.5,WT,Alanine,50.00,26.7.22,2,0.00129
30.5,WT,Alanine,75.00,26.7.22,2,0.00279
30.5,WT,Alanine,100.00,26.7.22,2,0.00029
30.5,WT,Alanine,200.00,26.7.22,2,-0.00074
30.5,WT,Alanine,300.00,26.7.22,2,-0.00081
30.5,WT,Alanine,400.00,26.7.22,2,0.00116
30.5,WT,Alanine,500.00,26.7.22,2,-0.00151
30.5,152,Alanine,0.00,26.7.22,2,1.36899
30.5,152,Alanine,10.00,26.7.22,2,1.27386
30.5,152,Alanine,25.00,26.7.22,2,1.30286
30.5,152,Alanine,50.00,26.7.22,2,1.25838
30.5,152,Alanine,75.00,26.7.22,2,1.23646
30.5,152,Alanine,100.00,26.7.22,2,1.22856
30.5,152,Alanine,200.00,26.7.22,2,1.20946
30.5,152,Alanine,300.00,26.7.22,2,1.18659
30.5,152,Alanine,400.00,26.7.22,2,1.16936
30.5,152,Alanine,500.00,26.7.22,2,1.16013
31.0,WT,Alanine,0.00,26.7.22,2,0.35974
31.0,WT,Alanine,10.00,26.7.22,2,0.19921
31.0,WT,Alanine,25.00,26.7.22,2,0.00391
31.0,WT,Alanine,50.00,26.7.22,2,0.00388
31.0,WT,Alanine,75.00,26.7.22,2,0.00531
31.0,WT,Alanine,100.00,26.7.22,2,0.00264
31.0,WT,Alanine,200.00,26.7.22,2,0.00184
31.0,WT,Alanine,300.00,26.7.22,2,0.00164
31.0,WT,Alanine,400.00,26.7.22,2,0.00261
31.0,WT,Alanine,500.00,26.7.22,2,0.00084
31.0,152,Alanine,0.00,26.7.22,2,1.37178
31.0,152,Alanine,10.00,26.7.22,2,1.27678
31.0,152,Alanine,25.00,26.7.22,2,1.30531
31.0,152,Alanine,50.00,26.7.22,2,1.26063
31.0,152,Alanine,75.00,26.7.22,2,1.23908
31.0,152,Alanine,100.00,26.7.22,2,1.23061
31.0,152,Alanine,200.00,26.7.22,2,1.21141
31.0,152,Alanine,300.00,26.7.22,2,1.18871
31.0,152,Alanine,400.00,26.7.22,2,1.17171
31.0,152,Alanine,500.00,26.7.22,2,1.16281
31.5,WT,Alanine,0.00,26.7.22,2,0.36016
31.5,WT,Alanine,10.00,26.7.22,2,0.20476
31.5,WT,Alanine,25.00,26.7.22,2,0.00293
31.5,WT,Alanine,50.00,26.7.22,2,0.00289
31.5,WT,Alanine,75.00,26.7.22,2,0.00443
31.5,WT,Alanine,100.00,26.7.22,2,0.00159
31.5,WT,Alanine,200.00,26.7.22,2,0.00083
31.5,WT,Alanine,300.00,26.7.22,2,0.00056
31.5,WT,Alanine,400.00,26.7.22,2,0.00343
31.5,WT,Alanine,500.00,26.7.22,2,-0.00004
31.5,152,Alanine,0.00,26.7.22,2,1.37076
31.5,152,Alanine,10.00,26.7.22,2,1.27589
31.5,152,Alanine,25.00,26.7.22,2,1.30396
31.5,152,Alanine,50.00,26.7.22,2,1.25938
31.5,152,Alanine,75.00,26.7.22,2,1.23679
31.5,152,Alanine,100.00,26.7.22,2,1.22883
31.5,152,Alanine,200.00,26.7.22,2,1.21036
