Time,Strain,Metabolite,Concentration,Date,Number,OD600
18.5,WT,Leucine,1.50,5.9.22,1,0.37813
18.5,WT,Leucine,3.00,5.9.22,1,0.26860
18.5,WT,Leucine,6.00,5.9.22,1,0.22820
18.5,WT,Leucine,12.00,5.9.22,1,0.18130
18.5,WT,Leucine,25.00,5.9.22,1,0.15583
18.5,WT,Leucine,50.00,5.9.22,1,0.13600
18.5,WT,Leucine,100.00,5.9.22,1,0.13723
18.5,152,Leucine,0.00,5.9.22,1,0.66513
18.5,152,Leucine,0.38,5.9.22,1,0.45993
18.5,152,Leucine,0.75,5.9.22,1,0.42007
18.5,152,Leucine,1.50,5.9.22,1,0.33490
18.5,152,Leucine,3.00,5.9.22,1,0.23263
18.5,152,Leucine,6.00,5.9.22,1,0.13760
18.5,152,Leucine,12.00,5.9.22,1,0.10813
18.5,152,Leucine,25.00,5.9.22,1,0.09817
18.5,152,Leucine,50.00,5.9.22,1,0.08717
18.5,152,Leucine,100.00,5.9.22,1,0.08790
19.0,WT,Leucine,0.00,5.9.22,1,0.71818
19.0,WT,Leucine,0.38,5.9.22,1,0.60594
19.0,WT,Leucine,0.75,5.9.22,1,0.52974
19.0,WT,Leucine,1.50,5.9.22,1,0.43558
19.0,WT,Leucine,3.00,5.9.22,1,0.31158
19.0,WT,Leucine,6.00,5.9.22,1,0.26228
19.0,WT,Leucine,12.00,5.9.22,1,0.20831
19.0,WT,Leucine,25.00,5.9.22,1,0.17854
19.0,WT,Leucine,50.00,5.9.22,1,0.15564
19.0,WT,Leucine,100.00,5.9.22,1,0.15734
19.0,152,Leucine,0.00,5.9.22,1,0.75064
19.0,152,Leucine,0.38,5.9.22,1,0.53111
19.0,152,Leucine,0.75,5.9.22,1,0.48521
19.0,152,Leucine,1.50,5.9.22,1,0.38861
19.0,152,Leucine,3.00,5.9.22,1,0.26998
19.0,152,Leucine,6.00,5.9.22,1,0.15984
19.0,152,Leucine,12.00,5.9.22,1,0.12561
19.0,152,Leucine,25.00,5.9.22,1,0.11338
19.0,152,Leucine,50.00,5.9.22,1,0.10071
19.0,152,Leucine,100.00,5.9.22,1,0.10161
19.5,WT,Leucine,0.00,5.9.22,1,0.79418
19.5,WT,Leucine,0.38,5.9.22,1,0.68111
19.5,WT,Leucine,0.75,5.9.22,1,0.59444
19.5,WT,Leucine,1.50,5.9.22,1,0.49298
19.5,WT,Leucine,3.00,5.9.22,1,0.35911
19.5,WT,Leucine,6.00,5.9.22,1,0.29878
19.5,WT,Leucine,12.00,5.9.22,1,0.23694
19.5,WT,Leucine,25.00,5.9.22,1,0.20301
19.5,WT,Leucine,50.00,5.9.22,1,0.17684
19.5,WT,Leucine,100.00,5.9.22,1,0.17908
19.5,152,Leucine,0.00,5.9.22,1,0.83101
19.5,152,Leucine,0.38,5.9.22,1,0.60851
19.5,152,Leucine,0.75,5.9.22,1,0.55438
19.5,152,Leucine,1.50,5.9.22,1,0.44548
19.5,152,Leucine,3.00,5.9.22,1,0.30798
19.5,152,Leucine,6.00,5.9.22,1,0.18451
19.5,152,Leucine,12.00,5.9.22,1,0.14401
19.5,152,Leucine,25.00,5.9.22,1,0.12951
19.5,152,Leucine,50.00,5.9.22,1,0.11521
19.5,152,Leucine,100.00,5.9.22,1,0.11591
20.0,WT,Leucine,0.00,5.9.22,1,0.84939
20.0,WT,Leucine,0.38,5.9.22,1,0.75676
20.0,WT,Leucine,0.75,5.9.22,1,0.65952
20.0,WT,Leucine,1.50,5.9.22,1,0.55162
20.0,WT,Leucine,3.00,5.9.22,1,0.40719
20.0,WT,Leucine,6.00,5.9.22,1,0.33882
20.0,WT,Leucine,12.00,5.9.22,1,0.26852
20.0,WT,Leucine,25.00,5.9.22,1,0.23016
20.0,WT,Leucine,50.00,5.9.22,1,0.19889
20.0,WT,Leucine,100.00,5.9.22,1,0.20212
20.0,152,Leucine,0.00,5.9.22,1,0.90519
20.0,152,Leucine,0.38,5.9.22,1,0.68809
20.0,152,Leucine,0.75,5.9.22,1,0.62756
20.0,152,Leucine,1.50,5.9.22,1,0.50362
20.0,152,Leucine,3.00,5.9.22,1,0.34932
20.0,152,Leucine,6.00,5.9.22,1,0.21029
20.0,152,Leucine,12.00,5.9.22,1,0.16362
20.0,152,Leucine,25.00,5.9.22,1,0.14562
20.0,152,Leucine,50.00,5.9.22,1,0.12896
20.0,152,Leucine,100.00,5.9.22,1,0.13136
20.5,WT,Leucine,0.00,5.9.22,1,0.89824
20.5,WT,Leucine,0.38,5.9.22,1,0.83684
20.5,WT,Leucine,0.75,5.9.22,1,0.73154
20.5,WT,Leucine,1.50,5.9.22,1,0.61494
20.5,WT,Leucine,3.00,5.9.22,1,0.46078
20.5,WT,Leucine,6.00,5.9.22,1,0.38688
20.5,WT,Leucine,12.00,5.9.22,1,0.30678
20.5,WT,Leucine,25.00,5.9.22,1,0.26134
20.5,WT,Leucine,50.00,5.9.22,1,0.22651
20.5,WT,Leucine,100.00,5.9.22,1,0.23014
20.5,152,Leucine,0.00,5.9.22,1,0.98028
20.5,152,Leucine,0.38,5.9.22,1,0.76868
20.5,152,Leucine,0.75,5.9.22,1,0.71111
20.5,152,Leucine,1.50,5.9.22,1,0.56998
20.5,152,Leucine,3.00,5.9.22,1,0.39984
20.5,152,Leucine,6.00,5.9.22,1,0.24381
20.5,152,Leucine,12.00,5.9.22,1,0.18881
20.5,152,Leucine,25.00,5.9.22,1,0.16761
20.5,152,Leucine,50.00,5.9.22,1,0.14881
20.5,152,Leucine,100.00,5.9.22,1,0.15168
21.0,WT,Leucine,0.00,5.9.22,1,0.93862
21.0,WT,Leucine,0.38,5.9.22,1,0.91022
21.0,WT,Leucine,0.75,5.9.22,1,0.80122
21.0,WT,Leucine,1.50,5.9.22,1,0.67749
21.0,WT,Leucine,3.00,5.9.22,1,0.51366
21.0,WT,Leucine,6.00,5.9.22,1,0.43526
21.0,WT,Leucine,12.00,5.9.22,1,0.34606
21.0,WT,Leucine,25.00,5.9.22,1,0.29402
21.0,WT,Leucine,50.00,5.9.22,1,0.25476
21.0,WT,Leucine,100.00,5.9.22,1,0.25996
21.0,152,Leucine,0.00,5.9.22,1,1.04719
21.0,152,Leucine,0.38,5.9.22,1,0.84076
21.0,152,Leucine,0.75,5.9.22,1,0.79052
21.0,152,Leucine,1.50,5.9.22,1,0.63829
21.0,152,Leucine,3.00,5.9.22,1,0.45049
21.0,152,Leucine,6.00,5.9.22,1,0.27819
21.0,152,Leucine,12.00,5.9.22,1,0.21502
21.0,152,Leucine,25.00,5.9.22,1,0.19029
21.0,152,Leucine,50.00,5.9.22,1,0.16879
21.0,152,Leucine,100.00,5.9.22,1,0.17226
21.5,WT,Leucine,0.00,5.9.22,1,0.97103
21.5,WT,Leucine,0.38,5.9.22,1,0.97173
21.5,WT,Leucine,0.75,5.9.22,1,0.86913
21.5,WT,Leucine,1.50,5.9.22,1,0.73883
21.5,WT,Leucine,3.00,5.9.22,1,0.56640
21.5,WT,Leucine,6.00,5.9.22,1,0.48553
21.5,WT,Leucine,12.00,5.9.22,1,0.38900
21.5,WT,Leucine,25.00,5.9.22,1,0.33053
21.5,WT,Leucine,50.00,5.9.22,1,0.28443
21.5,WT,Leucine,100.00,5.9.22,1,0.29010
21.5,152,Leucine,0.00,5.9.22,1,1.10703
21.5,152,Leucine,0.38,5.9.22,1,0.90600
21.5,152,Leucine,0.75,5.9.22,1,0.86493
21.5,152,Leucine,1.50,5.9.22,1,0.70720
21.5,152,Leucine,3.00,5.9.22,1,0.50380
21.5,152,Leucine,6.00,5.9.22,1,0.31643
21.5,152,Leucine,12.00,5.9.22,1,0.24273
21.5,152,Leucine,25.00,5.9.22,1,0.21327
21.5,152,Leucine,50.00,5.9.22,1,0.18970
21.5,152,Leucine,100.00,5.9.22,1,0.19397
22.0,WT,Leucine,0.00,5.9.22,1,1.00080
22.0,WT,Leucine,0.38,5.9.22,1,1.02557
22.0,WT,Leucine,0.75,5.9.22,1,0.93607
22.0,WT,Leucine,1.50,5.9.22,1,0.80237
22.0,WT,Leucine,3.00,5.9.22,1,0.62220
22.0,WT,Leucine,6.00,5.9.22,1,0.53803
22.0,WT,Leucine,12.00,5.9.22,1,0.43593
22.0,WT,Leucine,25.00,5.9.22,1,0.37230
22.0,WT,Leucine,50.00,5.9.22,1,0.31870
22.0,WT,Leucine,100.00,5.9.22,1,0.32557
22.0,152,Leucine,0.00,5.9.22,1,1.16387
22.0,152,Leucine,0.38,5.9.22,1,0.96910
22.0,152,Leucine,0.75,5.9.22,1,0.93433
22.0,152,Leucine,1.50,5.9.22,1,0.77887
22.0,152,Leucine,3.00,5.9.22,1,0.56313
22.0,152,Leucine,6.00,5.9.22,1,0.35970
22.0,152,Leucine,12.00,5.9.22,1,0.27657
22.0,152,Leucine,25.00,5.9.22,1,0.24203
22.0,152,Leucine,50.00,5.9.22,1,0.21483
22.0,152,Leucine,100.00,5.9.22,1,0.22020
22.5,WT,Leucine,0.00,5.9.22,1,1.02587
22.5,WT,Leucine,0.38,5.9.22,1,1.07147
22.5,WT,Leucine,0.75,5.9.22,1,0.99413
22.5,WT,Leucine,1.50,5.9.22,1,0.86487
22.5,WT,Leucine,3.00,5.9.22,1,0.67900
22.5,WT,Leucine,6.00,5.9.22,1,0.59373
22.5,WT,Leucine,12.00,5.9.22,1,0.48543
22.5,WT,Leucine,25.00,5.9.22,1,0.41733
22.5,WT,Leucine,50.00,5.9.22,1,0.35880
22.5,WT,Leucine,100.00,5.9.22,1,0.36543
22.5,152,Leucine,0.00,5.9.22,1,1.21410
22.5,152,Leucine,0.38,5.9.22,1,1.02990
22.5,152,Leucine,0.75,5.9.22,1,0.99890
22.5,152,Leucine,1.50,5.9.22,1,0.85023
22.5,152,Leucine,3.00,5.9.22,1,0.62520
22.5,152,Leucine,6.00,5.9.22,1,0.40623
22.5,152,Leucine,12.00,5.9.22,1,0.31487
22.5,152,Leucine,25.00,5.9.22,1,0.27503
22.5,152,Leucine,50.00,5.9.22,1,0.24407
22.5,152,Leucine,100.00,5.9.22,1,0.25023
23.0,WT,Leucine,0.00,5.9.22,1,1.04674
23.0,WT,Leucine,0.38,5.9.22,1,1.10778
23.0,WT,Leucine,0.75,5.9.22,1,1.04448
23.0,WT,Leucine,1.50,5.9.22,1,0.92381
23.0,WT,Leucine,3.00,5.9.22,1,0.73518
23.0,WT,Leucine,6.00,5.9.22,1,0.64911
23.0,WT,Leucine,12.00,5.9.22,1,0.53578
23.0,WT,Leucine,25.00,5.9.22,1,0.46261
23.0,WT,Leucine,50.00,5.9.22,1,0.39858
23.0,WT,Leucine,100.00,5.9.22,1,0.40564
23.0,152,Leucine,0.00,5.9.22,1,1.25801
23.0,152,Leucine,0.38,5.9.22,1,1.08444
23.0,152,Leucine,0.75,5.9.22,1,1.05831
23.0,152,Leucine,1.50,5.9.22,1,0.91624
23.0,152,Leucine,3.00,5.9.22,1,0.68794
23.0,152,Leucine,6.00,5.9.22,1,0.45378
23.0,152,Leucine,12.00,5.9.22,1,0.35494
23.0,152,Leucine,25.00,5.9.22,1,0.30968
23.0,152,Leucine,50.00,5.9.22,1,0.27441
23.0,152,Leucine,100.00,5.9.22,1,0.28121
23.5,WT,Leucine,0.00,5.9.22,1,1.06131
23.5,WT,Leucine,0.38,5.9.22,1,1.13468
23.5,WT,Leucine,0.75,5.9.22,1,1.08544
23.5,WT,Leucine,1.50,5.9.22,1,0.97451
23.5,WT,Leucine,3.00,5.9.22,1,0.78698
23.5,WT,Leucine,6.00,5.9.22,1,0.70171
23.5,WT,Leucine,12.00,5.9.22,1,0.58434
23.5,WT,Leucine,25.00,5.9.22,1,0.50814
23.5,WT,Leucine,50.00,5.9.22,1,0.43858
23.5,WT,Leucine,100.00,5.9.22,1,0.44694
23.5,152,Leucine,0.00,5.9.22,1,1.29338
23.5,152,Leucine,0.38,5.9.22,1,1.13234
23.5,152,Leucine,0.75,5.9.22,1,1.10904
23.5,152,Leucine,1.50,5.9.22,1,0.97478
23.5,152,Leucine,3.00,5.9.22,1,0.74888
23.5,152,Leucine,6.00,5.9.22,1,0.50181
23.5,152,Leucine,12.00,5.9.22,1,0.39554
23.5,152,Leucine,25.00,5.9.22,1,0.34498
23.5,152,Leucine,50.00,5.9.22,1,0.30574
23.5,152,Leucine,100.00,5.9.22,1,0.31444
24.0,WT,Leucine,0.00,5.9.22,1,1.07811
24.0,WT,Leucine,0.38,5.9.22,1,1.16081
24.0,WT,Leucine,0.75,5.9.22,1,1.12281
24.0,WT,Leucine,1.50,5.9.22,1,1.02074
24.0,WT,Leucine,3.00,5.9.22,1,0.84114
24.0,WT,Leucine,6.00,5.9.22,1,0.75598
24.0,WT,Leucine,12.00,5.9.22,1,0.63758
24.0,WT,Leucine,25.00,5.9.22,1,0.55744
24.0,WT,Leucine,50.00,5.9.22,1,0.48334
24.0,WT,Leucine,100.00,5.9.22,1,0.49204
24.0,152,Leucine,0.00,5.9.22,1,1.32581
24.0,152,Leucine,0.38,5.9.22,1,1.17771
24.0,152,Leucine,0.75,5.9.22,1,1.16154
24.0,152,Leucine,1.50,5.9.22,1,1.03321
24.0,152,Leucine,3.00,5.9.22,1,0.81234
24.0,152,Leucine,6.00,5.9.22,1,0.55491
24.0,152,Leucine,12.00,5.9.22,1,0.44291
24.0,152,Leucine,25.00,5.9.22,1,0.38734
24.0,152,Leucine,50.00,5.9.22,1,0.34418
24.0,152,Leucine,100.00,5.9.22,1,0.35251
24.5,WT,Leucine,0.00,5.9.22,1,1.09293
24.5,WT,Leucine,0.38,5.9.22,1,1.18500
24.5,WT,Leucine,0.75,5.9.22,1,1.15427
24.5,WT,Leucine,1.50,5.9.22,1,1.06157
24.5,WT,Leucine,3.00,5.9.22,1,0.89380
24.5,WT,Leucine,6.00,5.9.22,1,0.81093
24.5,WT,Leucine,12.00,5.9.22,1,0.69103
24.5,WT,Leucine,25.00,5.9.22,1,0.60780
24.5,WT,Leucine,50.00,5.9.22,1,0.53060
24.5,WT,Leucine,100.00,5.9.22,1,0.53923
24.5,152,Leucine,0.00,5.9.22,1,1.34960
24.5,152,Leucine,0.38,5.9.22,1,1.22040
24.5,152,Leucine,0.75,5.9.22,1,1.20833
24.5,152,Leucine,1.50,5.9.22,1,1.09060
24.5,152,Leucine,3.00,5.9.22,1,0.87460
24.5,152,Leucine,6.00,5.9.22,1,0.61080
24.5,152,Leucine,12.00,5.9.22,1,0.49247
24.5,152,Leucine,25.00,5.9.22,1,0.43393
24.5,152,Leucine,50.00,5.9.22,1,0.38573
24.5,152,Leucine,100.00,5.9.22,1,0.39537
25.0,WT,Leucine,0.00,5.9.22,1,1.10316
25.0,WT,Leucine,0.38,5.9.22,1,1.20266
25.0,WT,Leucine,0.75,5.9.22,1,1.17816
25.0,WT,Leucine,1.50,5.9.22,1,1.09209
25.0,WT,Leucine,3.00,5.9.22,1,0.93912
25.0,WT,Leucine,6.00,5.9.22,1,0.85966
25.0,WT,Leucine,12.00,5.9.22,1,0.73952
25.0,WT,Leucine,25.00,5.9.22,1,0.65806
25.0,WT,Leucine,50.00,5.9.22,1,0.57772
25.0,WT,Leucine,100.00,5.9.22,1,0.58602
25.0,152,Leucine,0.00,5.9.22,1,1.36119
25.0,152,Leucine,0.38,5.9.22,1,1.25406
25.0,152,Leucine,0.75,5.9.22,1,1.24869
25.0,152,Leucine,1.50,5.9.22,1,1.14186
25.0,152,Leucine,3.00,5.9.22,1,0.93396
25.0,152,Leucine,6.00,5.9.22,1,0.66599
25.0,152,Leucine,12.00,5.9.22,1,0.54249
25.0,152,Leucine,25.00,5.9.22,1,0.47922
25.0,152,Leucine,50.00,5.9.22,1,0.42816
25.0,152,Leucine,100.00,5.9.22,1,0.43889
25.5,WT,Leucine,0.00,5.9.22,1,1.11487
25.5,WT,Leucine,0.38,5.9.22,1,1.21890
25.5,WT,Leucine,0.75,5.9.22,1,1.19850
25.5,WT,Leucine,1.50,5.9.22,1,1.12007
25.5,WT,Leucine,3.00,5.9.22,1,0.98160
25.5,WT,Leucine,6.00,5.9.22,1,0.90997
25.5,WT,Leucine,12.00,5.9.22,1,0.78980
25.5,WT,Leucine,25.00,5.9.22,1,0.70710
25.5,WT,Leucine,50.00,5.9.22,1,0.62420
25.5,WT,Leucine,100.00,5.9.22,1,0.63247
25.5,152,Leucine,0.00,5.9.22,1,1.36800
25.5,152,Leucine,0.38,5.9.22,1,1.27967
25.5,152,Leucine,0.75,5.9.22,1,1.28283
25.5,152,Leucine,1.50,5.9.22,1,1.19020
25.5,152,Leucine,3.00,5.9.22,1,0.99133
25.5,152,Leucine,6.00,5.9.22,1,0.72123
25.5,152,Leucine,12.00,5.9.22,1,0.59450
25.5,152,Leucine,25.00,5.9.22,1,0.52887
25.5,152,Leucine,50.00,5.9.22,1,0.47323
25.5,152,Leucine,100.00,5.9.22,1,0.48607
26.0,WT,Leucine,0.00,5.9.22,1,1.12248
26.0,WT,Leucine,0.38,5.9.22,1,1.23118
26.0,WT,Leucine,0.75,5.9.22,1,1.21444
26.0,WT,Leucine,1.50,5.9.22,1,1.14128
26.0,WT,Leucine,3.00,5.9.22,1,1.01464
26.0,WT,Leucine,6.00,5.9.22,1,0.95524
26.0,WT,Leucine,12.00,5.9.22,1,0.83551
26.0,WT,Leucine,25.00,5.9.22,1,0.75301
26.0,WT,Leucine,50.00,5.9.22,1,0.66951
26.0,WT,Leucine,100.00,5.9.22,1,0.67811
26.0,152,Leucine,0.00,5.9.22,1,1.36961
26.0,152,Leucine,0.38,5.9.22,1,1.29461
26.0,152,Leucine,0.75,5.9.22,1,1.30804
26.0,152,Leucine,1.50,5.9.22,1,1.23111
26.0,152,Leucine,3.00,5.9.22,1,1.04704
26.0,152,Leucine,6.00,5.9.22,1,0.77314
26.0,152,Leucine,12.00,5.9.22,1,0.64494
26.0,152,Leucine,25.00,5.9.22,1,0.57828
26.0,152,Leucine,50.00,5.9.22,1,0.51934
26.0,152,Leucine,100.00,5.9.22,1,0.53344
26.5,WT,Leucine,0.00,5.9.22,1,1.13061
26.5,WT,Leucine,0.38,5.9.22,1,1.24204
26.5,WT,Leucine,0.75,5.9.22,1,1.22848
26.5,WT,Leucine,1.50,5.9.22,1,1.15911
26.5,WT,Leucine,3.00,5.9.22,1,1.04291
26.5,WT,Leucine,6.00,5.9.22,1,0.99971
26.5,WT,Leucine,12.00,5.9.22,1,0.88368
26.5,WT,Leucine,25.00,5.9.22,1,0.80231
26.5,WT,Leucine,50.00,5.9.22,1,0.71578
26.5,WT,Leucine,100.00,5.9.22,1,0.72424
26.5,152,Leucine,0.00,5.9.22,1,1.37088
26.5,152,Leucine,0.38,5.9.22,1,1.30328
26.5,152,Leucine,0.75,5.9.22,1,1.32571
26.5,152,Leucine,1.50,5.9.22,1,1.26598
26.5,152,Leucine,3.00,5.9.22,1,1.10074
26.5,152,Leucine,6.00,5.9.22,1,0.82604
26.5,152,Leucine,12.00,5.9.22,1,0.69891
26.5,152,Leucine,25.00,5.9.22,1,0.63141
26.5,152,Leucine,50.00,5.9.22,1,0.56948
26.5,152,Leucine,100.00,5.9.22,1,0.58478
27.0,WT,Leucine,0.00,5.9.22,1,1.13793
27.0,WT,Leucine,0.38,5.9.22,1,1.25150
27.0,WT,Leucine,0.75,5.9.22,1,1.23807
27.0,WT,Leucine,1.50,5.9.22,1,1.17540
27.0,WT,Leucine,3.00,5.9.22,1,1.06807
27.0,WT,Leucine,6.00,5.9.22,1,1.04043
27.0,WT,Leucine,12.00,5.9.22,1,0.92870
27.0,WT,Leucine,25.00,5.9.22,1,0.84760
27.0,WT,Leucine,50.00,5.9.22,1,0.76137
27.0,WT,Leucine,100.00,5.9.22,1,0.76950
27.0,152,Leucine,0.00,5.9.22,1,1.37110
27.0,152,Leucine,0.38,5.9.22,1,1.30807
27.0,152,Leucine,0.75,5.9.22,1,1.33500
27.0,152,Leucine,1.50,5.9.22,1,1.29353
27.0,152,Leucine,3.00,5.9.22,1,1.15010
27.0,152,Leucine,6.00,5.9.22,1,0.87777
27.0,152,Leucine,12.00,5.9.22,1,0.75197
27.0,152,Leucine,25.00,5.9.22,1,0.68450
27.0,152,Leucine,50.00,5.9.22,1,0.61993
27.0,152,Leucine,100.00,5.9.22,1,0.63770
27.5,WT,Leucine,0.00,5.9.22,1,1.14518
27.5,WT,Leucine,0.38,5.9.22,1,1.25641
27.5,WT,Leucine,0.75,5.9.22,1,1.24478
27.5,WT,Leucine,1.50,5.9.22,1,1.18604
27.5,WT,Leucine,3.00,5.9.22,1,1.08821
27.5,WT,Leucine,6.00,5.9.22,1,1.07414
27.5,WT,Leucine,12.00,5.9.22,1,0.97121
27.5,WT,Leucine,25.00,5.9.22,1,0.89201
27.5,WT,Leucine,50.00,5.9.22,1,0.80664
27.5,WT,Leucine,100.00,5.9.22,1,0.81244
27.5,152,Leucine,0.00,5.9.22,1,1.37094
27.5,152,Leucine,0.38,5.9.22,1,1.30931
27.5,152,Leucine,0.75,5.9.22,1,1.33981
27.5,152,Leucine,1.50,5.9.22,1,1.31181
27.5,152,Leucine,3.00,5.9.22,1,1.19791
27.5,152,Leucine,6.00,5.9.22,1,0.92738
27.5,152,Leucine,12.00,5.9.22,1,0.80331
27.5,152,Leucine,25.00,5.9.22,1,0.73758
27.5,152,Leucine,50.00,5.9.22,1,0.67121
27.5,152,Leucine,100.00,5.9.22,1,0.69131
28.0,WT,Leucine,0.00,5.9.22,1,1.15207
28.0,WT,Leucine,0.38,5.9.22,1,1.25883
28.0,WT,Leucine,0.75,5.9.22,1,1.24653
28.0,WT,Leucine,1.50,5.9.22,1,1.19353
28.0,WT,Leucine,3.00,5.9.22,1,1.10570
28.0,WT,Leucine,6.00,5.9.22,1,1.10287
28.0,WT,Leucine,12.00,5.9.22,1,1.01127
28.0,WT,Leucine,25.00,5.9.22,1,0.93477
28.0,WT,Leucine,50.00,5.9.22,1,0.84930
28.0,WT,Leucine,100.00,5.9.22,1,0.85203
28.0,152,Leucine,0.00,5.9.22,1,1.37073
28.0,152,Leucine,0.38,5.9.22,1,1.30987
28.0,152,Leucine,0.75,5.9.22,1,1.34123
28.0,152,Leucine,1.50,5.9.22,1,1.32140
28.0,152,Leucine,3.00,5.9.22,1,1.23970
28.0,152,Leucine,6.00,5.9.22,1,0.97663
28.0,152,Leucine,12.00,5.9.22,1,0.85263
28.0,152,Leucine,25.00,5.9.22,1,0.78960
28.0,152,Leucine,50.00,5.9.22,1,0.72330
28.0,152,Leucine,100.00,5.9.22,1,0.74327
28.5,WT,Leucine,0.00,5.9.22,1,1.15891
28.5,WT,Leucine,0.38,5.9.22,1,1.25951
28.5,WT,Leucine,0.75,5.9.22,1,1.24811
28.5,WT,Leucine,1.50,5.9.22,1,1.19711
28.5,WT,Leucine,3.00,5.9.22,1,1.12034
28.5,WT,Leucine,6.00,5.9.22,1,1.12821
28.5,WT,Leucine,12.00,5.9.22,1,1.04811
28.5,WT,Leucine,25.00,5.9.22,1,0.97624
28.5,WT,Leucine,50.00,5.9.22,1,0.89141
28.5,WT,Leucine,100.00,5.9.22,1,0.89124
28.5,152,Leucine,0.00,5.9.22,1,1.37141
28.5,152,Leucine,0.38,5.9.22,1,1.31134
28.5,152,Leucine,0.75,5.9.22,1,1.34238
28.5,152,Leucine,1.50,5.9.22,1,1.32728
28.5,152,Leucine,3.00,5.9.22,1,1.27381
28.5,152,Leucine,6.00,5.9.22,1,1.02641
28.5,152,Leucine,12.00,5.9.22,1,0.90124
28.5,152,Leucine,25.00,5.9.22,1,0.84118
28.5,152,Leucine,50.00,5.9.22,1,0.77668
28.5,152,Leucine,100.00,5.9.22,1,0.79721
29.0,WT,Leucine,0.00,5.9.22,1,1.16358
29.0,WT,Leucine,0.38,5.9.22,1,1.25804
29.0,WT,Leucine,0.75,5.9.22,1,1.24661
29.0,WT,Leucine,1.50,5.9.22,1,1.19531
29.0,WT,Leucine,3.00,5.9.22,1,1.12674
29.0,WT,Leucine,6.00,5.9.22,1,1.14824
29.0,WT,Leucine,12.00,5.9.22,1,1.07988
29.0,WT,Leucine,25.00,5.9.22,1,1.01294
29.0,WT,Leucine,50.00,5.9.22,1,0.92988
29.0,WT,Leucine,100.00,5.9.22,1,0.92748
29.0,152,Leucine,0.00,5.9.22,1,1.37134
29.0,152,Leucine,0.38,5.9.22,1,1.31111
29.0,152,Leucine,0.75,5.9.22,1,1.34248
29.0,152,Leucine,1.50,5.9.22,1,1.32991
29.0,152,Leucine,3.00,5.9.22,1,1.29631
29.0,152,Leucine,6.00,5.9.22,1,1.07498
29.0,152,Leucine,12.00,5.9.22,1,0.94741
29.0,152,Leucine,25.00,5.9.22,1,0.89028
29.0,152,Leucine,50.00,5.9.22,1,0.82541
29.0,152,Leucine,100.00,5.9.22,1,0.84788
29.5,WT,Leucine,0.00,5.9.22,1,1.16489
29.5,WT,Leucine,0.38,5.9.22,1,1.25742
29.5,WT,Leucine,0.75,5.9.22,1,1.24482
29.5,WT,Leucine,1.50,5.9.22,1,1.19372
29.5,WT,Leucine,3.00,5.9.22,1,1.13222
29.5,WT,Leucine,6.00,5.9.22,1,1.16366
29.5,WT,Leucine,12.00,5.9.22,1,1.10549
29.5,WT,Leucine,25.00,5.9.22,1,1.04649
29.5,WT,Leucine,50.00,5.9.22,1,0.96499
29.5,WT,Leucine,100.00,5.9.22,1,0.96049
29.5,152,Leucine,0.00,5.9.22,1,1.37129
29.5,152,Leucine,0.38,5.9.22,1,1.31099
29.5,152,Leucine,0.75,5.9.22,1,1.34286
29.5,152,Leucine,1.50,5.9.22,1,1.33079
29.5,152,Leucine,3.00,5.9.22,1,1.31086
29.5,152,Leucine,6.00,5.9.22,1,1.11769
29.5,152,Leucine,12.00,5.9.22,1,0.99036
29.5,152,Leucine,25.00,5.9.22,1,0.93572
29.5,152,Leucine,50.00,5.9.22,1,0.87189
29.5,152,Leucine,100.00,5.9.22,1,0.89569
30.0,WT,Leucine,0.00,5.9.22,1,1.16437
30.0,WT,Leucine,0.38,5.9.22,1,1.25567
30.0,WT,Leucine,0.75,5.9.22,1,1.24253
30.0,WT,Leucine,1.50,5.9.22,1,1.19093
30.0,WT,Leucine,3.00,5.9.22,1,1.13480
30.0,WT,Leucine,6.00,5.9.22,1,1.17327
30.0,WT,Leucine,12.00,5.9.22,1,1.12630
30.0,WT,Leucine,25.00,5.9.22,1,1.07690
30.0,WT,Leucine,50.00,5.9.22,1,0.99710
30.0,WT,Leucine,100.00,5.9.22,1,0.98797
30.0,152,Leucine,0.00,5.9.22,1,1.37107
30.0,152,Leucine,0.38,5.9.22,1,1.31060
30.0,152,Leucine,0.75,5.9.22,1,1.34263
30.0,152,Leucine,1.50,5.9.22,1,1.33093
30.0,152,Leucine,3.00,5.9.22,1,1.31787
30.0,152,Leucine,6.00,5.9.22,1,1.15377
30.0,152,Leucine,12.00,5.9.22,1,1.03357
30.0,152,Leucine,25.00,5.9.22,1,0.97660
30.0,152,Leucine,50.00,5.9.22,1,0.91427
30.0,152,Leucine,100.00,5.9.22,1,0.93703
30.5,WT,Leucine,0.00,5.9.22,1,1.16388
30.5,WT,Leucine,0.38,5.9.22,1,1.25498
30.5,WT,Leucine,0.75,5.9.22,1,1.24278
30.5,WT,Leucine,1.50,5.9.22,1,1.19078
30.5,WT,Leucine,3.00,5.9.22,1,1.13304
30.5,WT,Leucine,6.00,5.9.22,1,1.18034
30.5,WT,Leucine,12.00,5.9.22,1,1.14328
30.5,WT,Leucine,25.00,5.9.22,1,1.10314
30.5,WT,Leucine,50.00,5.9.22,1,1.02541
30.5,WT,Leucine,100.00,5.9.22,1,1.01434
30.5,152,Leucine,0.00,5.9.22,1,1.37168
30.5,152,Leucine,0.38,5.9.22,1,1.31144
30.5,152,Leucine,0.75,5.9.22,1,1.34278
